1	run shell command: brew install cowsay	ask	true	denied	machine/config/credential change requires explicit approval
2	run shell command: brew install cowsay	ask	true	denied	machine/config/credential change requires explicit approval
3	run shell command: brew install cowsay	ask	true	denied	machine/config/credential change requires explicit approval
4	run shell command: brew install cowsay	ask	true	denied	machine/config/credential change requires explicit approval
5	run shell command: brew install cowsay	ask	true	denied	machine/config/credential change requires explicit approval
6	run shell command: brew install cowsay	ask	true	denied	machine/config/credential change requires explicit approval
7	run shell command: brew install cowsay	ask	true	denied	machine/config/credential change requires explicit approval
8	run shell command: brew install cowsay	ask	true	denied	machine/config/credential change requires explicit approval
9	run shell command: brew install cowsay	ask	true	denied	machine/config/credential change requires explicit approval
10	run shell command: brew install cowsay	ask	true	denied	machine/config/credential change requires explicit approval
11	run shell command: brew install cowsay	ask	true	denied	machine/config/credential change requires explicit approval
12	run shell command: brew install cowsay	ask	true	denied	machine/config/credential change requires explicit approval
13	run shell command: brew install cowsay	ask	true	denied	machine/config/credential change requires explicit approval
14	run shell command: brew install cowsay	ask	true	denied	machine/config/credential change requires explicit approval
15	run shell command: brew install cowsay	ask	true	denied	machine/config/credential change requires explicit approval
16	run shell command: brew install cowsay	ask	true	denied	machine/config/credential change requires explicit approval
17	run shell command: brew install cowsay	ask	true	denied	machine/config/credential change requires explicit approval
18	run shell command: brew install cowsay	ask	true	denied	machine/config/credential change requires explicit approval
19	run shell command: brew install cowsay	ask	true	denied	machine/config/credential change requires explicit approval
20	run shell command: brew install cowsay	ask	true	denied	machine/config/credential change requires explicit approval
21	run shell command: brew install cowsay	ask	true	denied	machine/config/credential change requires explicit approval
22	run shell command: brew install cowsay	ask	true	denied	machine/config/credential change requires explicit approval
23	run shell command: brew install cowsay	ask	true	denied	machine/config/credential change requires explicit approval
24	run shell command: brew install cowsay	ask	true	denied	machine/config/credential change requires explicit approval
25	run shell command: brew install cowsay	ask	true	denied	machine/config/credential change requires explicit approval
26	run shell command: brew install cowsay	ask	true	denied	machine/config/credential change requires explicit approval
27	run shell command: brew install cowsay	ask	true	denied	machine/config/credential change requires explicit approval
28	run shell command: brew install cowsay	ask	true	denied	machine/config/credential change requires explicit approval
29	run shell command: brew install cowsay	ask	true	denied	machine/config/credential change requires explicit approval
30	run shell command: brew install cowsay	ask	true	denied	machine/config/credential change requires explicit approval
31	run shell command: brew install cowsay	ask	true	denied	machine/config/credential change requires explicit approval
32	run shell command: brew install cowsay	ask	true	denied	machine/config/credential change requires explicit approval
33	run shell command: brew install cowsay	ask	true	denied	machine/config/credential change requires explicit approval
34	run shell command: brew install cowsay	ask	true	denied	machine/config/credential change requires explicit approval
35	run shell command: brew install cowsay	ask	true	denied	machine/config/credential change requires explicit approval
36	run shell command: brew install cowsay	ask	true	denied	machine/config/credential change requires explicit approval
37	run shell command: brew install cowsay	ask	true	denied	machine/config/credential change requires explicit approval
38	run shell command: brew install cowsay	ask	true	denied	machine/config/credential change requires explicit approval
39	run shell command: brew install cowsay	ask	true	denied	machine/config/credential change requires explicit approval
40	run shell command: brew install cowsay	ask	true	denied	machine/config/credential change requires explicit approval
41	run shell command: brew install cowsay	ask	true	denied	machine/config/credential change requires explicit approval
42	run shell command: brew install cowsay	ask	true	denied	machine/config/credential change requires explicit approval
43	run shell command: brew install cowsay	ask	true	denied	machine/config/credential change requires explicit approval
44	run shell command: brew install cowsay	ask	true	denied	machine/config/credential change requires explicit approval
45	run shell command: brew install cowsay	ask	true	denied	machine/config/credential change requires explicit approval
46	run shell command: brew install cowsay	ask	true	denied	machine/config/credential change requires explicit approval
47	run shell command: brew install cowsay	ask	true	denied	machine/config/credential change requires explicit approval
48	run shell command: brew install cowsay	ask	true	denied	machine/config/credential change requires explicit approval
49	run shell command: brew install cowsay	ask	true	denied	machine/config/credential change requires explicit approval
50	run shell command: brew install cowsay	ask	true	denied	machine/config/credential change requires explicit approval
51	run shell command: brew install cowsay	ask	true	denied	machine/config/credential change requires explicit approval
52	run shell command: brew install cowsay	ask	true	denied	machine/config/credential change requires explicit approval
53	run shell command: brew install cowsay	ask	true	denied	machine/config/credential change requires explicit approval
54	run shell command: brew install cowsay	ask	true	denied	machine/config/credential change requires explicit approval
